,account_id,alliance_id,timestamp,raw_message,filtered_message,CHILD_GROOMING,RELATIONSHIP_SEXUAL_CONTENT,hour_bucket,trigger
170154,54f7d25550a9817ad6a46159d9373d27a982d2c0c598ad3f9b7b212a36d11e6c,479f76f2d73a1e8351c2b0aa1ee19e410afaff2a0adf5b5b9632911b6c2d2136,2023-03-01 16:50:06.013,saw ur snap,saw ur snap,-1.0,-1.0,17,1
170737,fcf26a6f2810228b14fbbd541e1a86d231fdb00bdd03c09aad79531bcd0f09fa,c58f81d1b0f6fd904eda0508a20e1967511383e26f6e579ce5f6b3fb391fe1e6,2023-03-01 13:28:09.882,Sit and wonder how and when I’m going to marry you and that I’m going to give you all of my love and care and make you the happiest woman in this world I know I need to be a more loving and caring boyfriend and I am going to make sure I am I promise you,Sit and wonder how and when I’m going to marry you and that I’m going to give you all of my love and care and make you the happiest woman in this world I know I need to be a more loving and caring boyfriend and I am going to make sure I am I promise you,-1.0,3.0,14,1
171822,72238ea503d249a9d43e27d5cf7f2a859ee69a1357109d7bccd8a3f82f04b348,6188301cabf55378adbace71edfa2101af34fdf8921ef967876a9a3db168e533,2023-03-01 10:04:11.631,I’m horny,I’m horny,-1.0,5.0,11,1
173429,c5e23e70027e505c152f49dd15de3fc17a3e7464d415c83ac65c03ac619f3a0e,e9996dfb547adbcfd4060fa851984640c9c13e1e42b848daec1f38f9905464ad,2023-03-01 14:22:57.848,You are my life my husband my lover my boyfriend my best friend,You are my life my husband my lover my boyfriend my best friend,-1.0,3.0,15,1
174597,18ce7c8e6b163502aa31b96f66372658913844db6577313f54dcc027b75af17b,c4078dfda98dfcb1e1763da07d0965d6763726e58f28ef0bc3a3fabd6b276977,2023-03-01 23:53:52.400,If you ain’t Horny then wtf are you doing with life 😤,If you ain’t Horny then wtf are you doing with life 😤,-1.0,5.0,24,1
178116,e49fa5fd30ad7ee62765707a7b13995fee5fe223ed489029dab5239e278dd5e8,81005a37d1ea7dc8401f7fcbd7653a6c8306c2989245da5537bb188f5c821650,2023-03-01 00:54:32.286,"I have this friend, we’ve been friends for a long time. Since high school. We know all the same people and are very close. I recently found out he is gay. I don’t know what to do as he has a gf who he loves and isn’t being true to himself. Let me know what","I have this friend, we’ve been friends for a long time. Since high school. We know all the same people and are very close. I recently found out he is gay. I don’t know what to do as he has a gf who he loves and isn’t being true to himself. Let me know what",-1.0,3.0,1,1
178379,95e3f1bdb3f517e697280bb555eea85d9e197e31a59d59e4b1dba147cec4bf07,c58f81d1b0f6fd904eda0508a20e1967511383e26f6e579ce5f6b3fb391fe1e6,2023-03-01 16:51:58.546,Nope u lied that’s another snap sexually,Nope u lied that’s another snap sexually,-1.0,5.0,17,1
178608,c28cefab6daafb42a3dd65fc059aa0664c237a357813e8e5d949c074e3be7821,75c8e78a2dbc5239db5dcbd6b986f6b20223f8b2b1b2a347b03548d7d51853da,2023-03-01 01:28:13.396,Gf came back down wrong,Gf came back down wrong,-1.0,3.0,2,1
178652,0efb049a03ec03019e5dc52c9e134b25a4c666b228f916af142173c4ab8244ac,e45bb7e31937c65a57e03266235e07090f6a15309a52e3ec7674cc803dfb654f,2023-03-01 03:06:33.712,My GF sucks I know,My GF sucks I know,-1.0,3.0,4,1
179259,4fe87652b6cdeba5d0b852db996e5c06190408b7fd6f19b1e97c4c4a23e51fbd,588b36023aab78ac27cbac75ac3b5c4b785bce9c19c623a7960c82053eb7dbb7,2023-03-01 15:29:21.766,gf,**,-1.0,3.0,16,1
179568,086c550ee3a98faec182defbfd2b1be5994053d0d51fac81f164e6ba5c07b914,da1f5dec53ea1ac3c3671173fa65b15141d6e951d3d40f27a7c3983e1c597c18,2023-03-01 17:29:27.105,yes saw your snap an hr before,yes saw your snap an hr before,-1.0,-1.0,18,1
1492,1805b22630e265d827b7e7031b783b4ea91ad1ad7c8f4aa4c779446054f981c4,aabfb85d48a2b8a3251f103318462840fe9b61f7f37653da08246f912e6bbf83,2023-03-01 02:18:29.120,My gf is a vet so she kinda knows what she’s talking about ig,My gf is a vet so she kinda knows what she’s talking about ig,-1.0,3.0,3,1
4327,0fe5004dc2980070be540c0442eff367a5f4a061297af8c8096b656edd55920c,38cae3ae2df22edd07911354ad8324da71587826fade3922a8f3c0c84c637449,2023-03-01 14:28:59.151,snap,snap,-1.0,-1.0,15,1
6437,c4f4c44086111d4daaf121a02f6d483e1043c0099b5ba8466462739cdbf3084b,3dd8e4989b660065c0b370ce8e79be16f616ec65722395cb5b79eaa1055f02ba,2023-03-01 02:17:20.679,i need a gf,i need a gf,-1.0,3.0,3,1
6645,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 07:25:30.710,enjoy ur last days with ur bf hehe,enjoy ur last days with ur bf hehe,-1.0,3.0,8,1
7035,ff5df8022b3b69ed0bdd4ae9e982f211d2644c93770dcfb19b496153607846df,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 06:02:05.677,you can just stay with him if you want. i’m not gonna make u leave ur bf of like 4 years for me lol,you can just stay with him if you want. i’m not gonna make u leave ur bf of like 4 years for me lol,-1.0,3.0,7,1
7854,5a1abf6bc85f69a5d9564b9fa182d1b81ba17e80cd48032abf266a8b0f388829,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 14:07:13.455,Yea but everyone is already on snap group,Yea but everyone is already on snap group,-1.0,-1.0,15,1
11584,cb1fba4c536a06c7693a7ac7a7d1011049dc1166ee7213c4dc3d304d0e7eb8f9,ed988c47649a9932694873196bc27eff8577279ff1be96b34ffca6563e5cad8f,2023-03-01 03:50:43.300,I have a gf yall smd,I have a gf yall smd,-1.0,5.0,4,1
11911,5cefaa61eba02f42f3af95c52d3f41174ea248201daf4fc15e647fc821cd067a,148a0b781a8ce1134e3700efc2fa755fdef3718eb14199642e061812961be1b5,2023-03-01 22:51:00.759,"-30 social credit points for you, no toxicity","-30 social credit points for you, no toxicity",-1.0,-1.0,23,1
11936,7a4d3a57561864bced8bb9b68dadfed12cee9bbc97e17fd56484c6d39cee019e,15f8cad9d041b528b72917debb36c2e284ce29d4a46abba2bd82364c5c719111,2023-03-01 18:47:16.796,aur apni aama ko horny,*** **** aama ko *****,-1.0,5.0,19,1
14634,a1d4c8e996d9119620f16ad0cec69bab80c82cd295c2d1e39e5d17310b128f43,d6d53075d7c42785383b18b64221d83f4cc68c13b80bada4eee4ede8cd42d826,2023-03-01 15:19:01.795,I have bad news too my girlfriend is pregnant,I have bad news too my ********** is ********,-1.0,3.0,16,1
15119,3135a2fbf8e678a99b6370521bdf2844c23727e2aaa6adbac1c610c2ee5c2db2,31992805a4aac4a9e995a0dd1d8a560857c813e258212f180b425de9173b2572,2023-03-01 18:41:10.729,gf on call,gf on call,-1.0,3.0,19,1
15213,c509c5fc663c34d3fea4a23425ebdb448c661477051f2da80f6c6c64e03340df,818a7249103a6501c980b3a0aef189dfefed7ab20939c0be0707d7319b136291,2023-03-01 20:29:08.047,kousha horny,kousha horny,-1.0,5.0,21,1
16909,f1a7bf0c2256c3d1403b950a1cda1d17d25e23f5175b1795b262c6d27b049055,818a7249103a6501c980b3a0aef189dfefed7ab20939c0be0707d7319b136291,2023-03-01 20:15:47.496,just horny,just horny,-1.0,5.0,21,1
17489,8c468b64cc264cad642b901259578605f8208e3207b72891b2733d52d2d5c818,08d39d54165bd0906d222c0ce12d691c2b8833856613c65f631a34b089089875,2023-03-01 04:23:46.777,Goodnight cutie pie 🥰,Goodnight cutie pie 🥰,-1.0,-1.0,5,1
19214,996ea8236823b54cb47aa146eccf08960292fa5656043d99cadf83676d0bf647,ab67ca039597cd93b18aaa67d3cd91a2f8c6700cc33b64231638c7038c8ee935,2023-03-01 14:05:54.127,social trash,social trash,-1.0,-1.0,15,1
19433,94b4a28f8936dd0a30ee6f349a0525ecb84508cb43a20f474427ecde2c235c2f,26754d5b1132875bbefa35413f007f887b4dba0fd4f05fc33613720a14e91097,2023-03-01 10:20:00.362,where is your girlfriend donut you here? 🤣,where is your girlfriend donut you here? 🤣,-1.0,3.0,11,1
19449,16ab096954f2103f8c35c9d16b1eaa37b5cf6f59f14d375aec918f1f37829a5a,dda2e2c80649a150e5248d3d4da543cfaf4ce21c2688fed969b03d10d6f1cd1e,2023-03-01 21:44:23.846,Oh don't say sorry sweetheart,Oh don't say sorry sweetheart,-1.0,-1.0,22,1
19947,451fb1a4fc294c32c9c0c9baf6f88ee3539580fe24c656e08d322a099e7245b8,e1aca49e213aa2be66f05dc8bd91f04da9258e049129f29c6093931fe75ae30b,2023-03-01 02:21:37.780,"Gotcha, I thought there was some sort of relationship like that but when you said they were real life friends, I thought maybe I didn’t remember correctly but I understand what you mean now.","Gotcha, I thought there was some sort of relationship like that but when you said they were real life friends, I thought maybe I didn’t remember correctly but I understand what you mean now.",-1.0,3.0,3,1
21145,ee0e365f5aa4130ae55905ee0235973da40f60742eeb8bd42afc8a0463fe49a3,a52f2fdfd22606aa6fefd3bcf040479d0c045efdf7626a903992719bd8871f4e,2023-03-01 12:13:12.975,emm，i mean how can i add social friends,emm，i mean how can i add social friends,-1.0,-1.0,13,1
23407,504f96fb4b22f1b5ba23b1973c1737fe32cfa87e524c2cd835766e4ab6f1755c,99ef14738a506409b8ca58c577807890134a351f9cb60680eeb581fc45bac38f,2023-03-01 19:39:55.529,fuck your sweety mumy,fuck your sweety mumy,-1.0,-1.0,20,1
24376,26b8e7461c4c273d00323c6ac28d9dbec23a1a03d2b62000dc92c1faf7b1dc96,62840f64cbff2eaecdefcddf2d482c1db3ccf51c2d2ec927af468dcbcb27ad63,2023-03-01 05:05:02.730,Bc if you were in a relationship with someone else and you looked at me you would be like ew that girl is ugly,Bc if you were in a relationship with someone else and you looked at me you would be like ew that girl is ugly,-1.0,3.0,6,1
24385,fb5027b52a9c78b6b69cb8608c7e15b83989f0ce1917b02b1903e09561da3986,28c36cbb0ae54ff334ceb2028d738c49b3bc588ce01afb4b21f482f2e5083f6a,2023-03-01 16:46:02.661,Shilpa bata nahi rahe snap arre generally poch rha,Shilpa bata nahi rahe snap arre generally poch rha,-1.0,-1.0,17,1
24563,20f9a54b95381e5601ccaff81e0e5a1e07b45727a2b68fc1eb3a2a8530d1931e,3dd8e4989b660065c0b370ce8e79be16f616ec65722395cb5b79eaa1055f02ba,2023-03-01 02:37:45.973,I’ll be ur gf wolfy,I’ll be ur gf wolfy,-1.0,3.0,3,1
25275,ef23f42ed5c5cdf6be883bc46df568f7fac89e57fb37bc6159bf0096ec59e426,cd0e671f04eac036ad163731c369a9d228305fdfea2554354c8693ddd59ae24d,2023-03-01 05:45:33.483,"yo zoom how did you do that thing for your trophies, is that an emoji?","yo zoom how did you do that thing for your trophies, is that an emoji?",-1.0,-1.0,6,1
26632,7a9f7015c161a164f4d59726b6b5d61427b97c1b529b3f5cf8ee524d0b385ea6,318ddbcba4e7d61cf258a99294b93fdeebb91abd59eb490f9527bbb6af18b3b9,2023-03-01 00:58:43.449,oki my beautiful girlfriend 😚,oki my beautiful girlfriend 😚,-1.0,3.0,1,1
26905,26ffe1e159734640928f874b3b162188330ff24c154c1db9ae8f92e9c5ccffcb,bd788b03c5bb64556139287df6a9270f80ac712e4cc8f276c0c4f993925957ff,2023-03-01 22:27:34.621,Cutie,Cutie,-1.0,-1.0,23,1
28287,01e00e57926fcfdacd03ad177b67ff5503e8a10131d0ee67bdfa5ab89f50c1a5,d5712377c57f5e796ee99a294f71e679066dd48f3318c84675fa785311a1f5a9,2023-03-01 07:28:59.709,Sometimes the media try to make shit up you know how it go bro,Sometimes the media try to make shit up you know how it go bro,-1.0,-1.0,8,1
28818,1d4ee2e1da3b2447b644cba413072993e3a85e232e46e4276797575dc300fa4d,83ae2d9b86ce7172e04835397cc489d55bbd3880f8e5b83e9d786b5eee1578fb,2023-03-01 20:04:41.085,"therapy was good, my therapist is meeting with me and my parents to try and get the punishment not as bad so like he suggested on more month of locked social media and access to talks to you and then unlock it","therapy was good, my therapist is meeting with me and my parents to try and get the punishment not as bad so like he suggested on more month of locked social media and access to talks to you and then unlock it",-1.0,-1.0,21,1
29352,0d4116762bdcb60696f43524df8f824f19f8186e1e7bfecd0fdd16f2c6b8695f,8c712cbd77ee0f1b0e45bb53eb0d466e3a900a239d95330904dec2cf71271160,2023-03-01 18:15:53.395,look at snap,look at snap,-1.0,-1.0,19,1
30342,48b07ddf60969e3325996f0f127990dd9a67c6793a59a23189100e546db1bb93,be1a3f497662da885817ad3fef11f29d24d32a702b2e9ab3998e7c19cc9e7380,2023-03-01 22:27:15.337,Better than risking this relationship,Better than risking this relationship,-1.0,3.0,23,1
30825,13514eb0936d2844ad00860c89d8525e772f65beb310dc1bf8fe9ac379e65f2e,426b0bdf9f63ad59ddf46e1e82d2d7353ae2cca01f3abcc16fc1b8b8854cc747,2023-03-01 06:19:29.573,GF,**,-1.0,3.0,7,1
30826,c3c7a9edee01cae2ea4f2ac1005d5b08a8dc7ee4dac491732088f61191d3b9ae,52d1ff12dd5742d3c19d6a7d70e227538f4cfd3ebcb841e0c9f0a137234af4b5,2023-03-01 16:07:00.699,ur the best ever cutie,ur the best ever cutie,-1.0,-1.0,17,1
31943,de06385db043071646dba1fead955c570feb8c6be0dfd19a3b819fff3a24dbe9,3c57c86846413716ab7a701a54cbbfe11eaba4e33516c87c9735bafdd943f7c0,2023-03-01 00:20:08.114,it's also wierd that his gamer tag is about his incestuous relationship with his mother,it's also wierd that his gamer tag is about his ********** relationship with his mother,-1.0,6.0,1,1
32656,0072fb39810f310ce1647608dc6d9434bc9560d37b33124eb36123102fe4c12d,4d11d79fa8ad21b8afcc5a68a2faedeffc857f7661bd839bbd8fecd733a5de3b,2023-03-01 16:04:24.909,I can be a food boyfriend,I can be a food boyfriend,-1.0,3.0,17,1
32861,1a645b82432c8a9c582ea123700bd0fcd366c69e82b94dfbc94390d19f776a37,8f8500d936b6a0216bb0019e2e33b1d4367280ac8450324b44bc8c9091a1c36c,2023-03-01 08:52:38.302,i dont have any gf,i dont have any gf,-1.0,3.0,9,1
33471,e081bd502539afc4783f68bbe010f16dc4af41d47c58c608fa6bcef97e88d424,70f353927f4cfee082faa583c9f5cd652734c09a879000b67d1a8a52da861bbb,2023-03-01 18:10:16.761,si gf,si **,-1.0,3.0,19,1
35072,a7c98f7d42d586792a94507d24cf7c4a97732081f77877ec9f01a519f249d31f,17de0fb812fa2bbd383a9897f43252c1fe069600570d028bdf8d8fc319fa3bc1,2023-03-01 17:59:09.853,Gf,Gf,-1.0,3.0,18,1
36031,df78121da6bbf72215c3e054bc746cb26981c6f886570c2576b465d28ed70f67,fe3eae03f35596b8409c41af70a7287e09fbab741fa1ae1da5a5308d1a84ff72,2023-03-01 01:14:44.175,Ngl currently having relationship problems now,Ngl currently having relationship problems now,-1.0,3.0,2,1
36314,128e9deac62e8fa7f2eb001da9638da14a505c620bfb8b599933bfe32f5b4081,2ec69f59169293721d9c757b76e6fc2d35e1f370ce3bd6c57de91c21511e62fc,2023-03-01 23:04:21.845,bro whyd you kick out my boyfriend solucid,bro whyd you kick out my boyfriend solucid,-1.0,3.0,24,1
36404,0e38df97bdc7187a5c66873a65f44c2d6c6562976db98bcd6856bd4df5d9f8f3,6f083e8432eab1c091d4d083e0acc2942947cdb563974018ec69e565b6e259f9,2023-03-01 16:43:18.881,i need bf for pass,i need ** for pass,-1.0,3.0,17,1
36597,9546667f2c55b7c4646d2039a6c419fe5b4c728218f9b031844492e087b68557,d0c6260caf893f7fcaddd8c573cff96d1aa582d10c5e5e1bcd0a372f977580ba,2023-03-01 06:07:24.491,Girlfriend *,********** *,-1.0,3.0,7,1
36619,ecb769ffb3270abd5c04993b230790ac25fd5bed21e24308ca15a4e4ed0ca898,dda2e2c80649a150e5248d3d4da543cfaf4ce21c2688fed969b03d10d6f1cd1e,2023-03-01 21:33:41.214,cutie ^^,cutie ^^,-1.0,-1.0,22,1
36746,4ced407f52c4934d383ff82fbdba7d23568abbfe4de0edc52d60613e874e7d8d,3e4b8a4b54e2ea3e2770e1aacebe52c862c9569f65cdcec15a4b5d8dc3a55b7e,2023-03-01 17:24:57.605,Gf,Gf,-1.0,3.0,18,1
36858,66a1c08132063c0d6fddfe5cb2846f0d3a53d74d4c578bbd630283850a3d1608,cbdd495498309c8aa7c27a73a79c9afdaa0da9c3e459afaeaf1b9f9e5e2af132,2023-03-01 19:20:44.253,Im gonna send you a link on snap to add me,Im gonna send you a link on snap to add me,-1.0,-1.0,20,1
38018,dfb306ea9dd48a857eb2e0cd20b56b2e91bbc8b7941fa6b4a934e6a518ed50b1,eceab41e3c5af2fae00c5356cb0304503bc8dfb61b29331a7f4b4b82c26a5f1d,2023-03-01 18:12:42.850,but I want your snap ashu,but I want your snap ashu,-1.0,-1.0,19,1
38645,d5ac7fadd34d833a1192f7aa694ae7bc9214116a98da49cb9837205f1e6efe5f,75fa26871c927d09010686d685732c7db2fa9a7a8ce7aeeb6b1954a034062c3c,2023-03-01 11:57:59.158,Gf,Gf,-1.0,3.0,12,1
38809,f7fb2d64325f56dad7af672b02055782c4291ee65f2200366ec2e1f29bfd1804,257d90886318ad72f7a4e3ebaeec910c21e2a8f0f1b449b7f932a2c3de8167ee,2023-03-01 05:03:38.461,damn my gf left,damn my gf left,-1.0,3.0,6,1
38851,079b212e9464fab401ea74af37d524769948f711f82a70a4878634d821a8138e,37ebbd2c88800d031ebdfd3493d6a71474161a0f531a29c63d4566625379003f,2023-03-01 20:28:24.749,I left my girlfriend for this game,I left my girlfriend for this game,-1.0,3.0,21,1
38886,066b0c39b0d4faf8fa78ff9cfe291e39d314f614983ce95f340ce022223aac81,40c3b750f63c5c87db4653f17d3e2f6b10636222f7d196ebd71a4393ea4939cd,2023-03-01 19:51:04.333,and our country society gossip when youg kids have gf or bf,and our country society gossip when youg kids have gf or bf,-1.0,3.0,20,1
39539,9b977e54c0479486f4cbe060ae3f6f072ee682ca1c8e2221dd47880d9c478745,6e0c861d7d038fc3651e006cd907b5aada2feb75bfe56579d5f9ddad7aa24367,2023-03-01 19:11:49.755,so when i have a conservation on social media every body just spam you're 12 like a brain dead,so when i have a conservation on social media every body just spam you're 12 like a brain dead,2.0,-1.0,20,1
40220,f9515de00d52e1c19e851be3033b7a9c266dd59a534c90cbf6829a87b7fd058f,b423fad133e1fbae690d089cab6ea39afb1bae718ff54e3ed0514737d566506b,2023-03-01 11:47:13.100,send me your social network,send me your social network,-1.0,-1.0,12,1
40288,1a645b82432c8a9c582ea123700bd0fcd366c69e82b94dfbc94390d19f776a37,8f8500d936b6a0216bb0019e2e33b1d4367280ac8450324b44bc8c9091a1c36c,2023-03-01 08:52:55.315,sigmas dont have gf,sigmas dont have gf,-1.0,3.0,9,1
40673,d435d9f820963dc05b13c74194f866327342d3fdf7f8bef7671707f68847c5fb,a7b477f854cb1c6c369531e6b8240afa2925eab1dc231eccbd5c54e574e345de,2023-03-01 21:14:46.742,you make me horny,you make me *****,-1.0,5.0,22,1
41133,8cdbc132aec3ccf17357b894c615c58b8cdaf6e554437518564291cddab3aeba,289fea39a12794d1544ef103dc42e431ea53b8906a814ccacb9d8f076dd5b23e,2023-03-01 02:55:25.844,How do I get a gf,How do I get a gf,-1.0,3.0,3,1
43481,8fc206313bb252272d210b8490da7b08dc448a26477e8459f24c8124a2154b6f,52776a7d13ee68f0e9414ba771327bf656ef6fea73e8beafaebf14d0393b598a,2023-03-01 19:12:13.637,gf,**,-1.0,3.0,20,1
43797,ad1acab0b33470e685f43f60e2b864956a561c1210b3ea5c656766d320bb176d,7ffea937104820333bfd8345580c4741e32e48e236f71d973bca5ed8ea2e8209,2023-03-01 23:08:23.983,Snap,Snap,-1.0,-1.0,24,1
43871,862baa37912ce05c7a12dc77a587edfd3a9a6e1209ded8fc08dfdc87015d96a9,8cdae143825d572c8781747f28a19b0aef98a1b487f7c11e6a96220b43e5fcfb,2023-03-01 19:22:24.263,100kg of flubber and no girlfriend id assume,100kg of flubber and no girlfriend id assume,-1.0,3.0,20,1
44478,3f6247ce1d81fa5c5e09703e051894c85781aa1d5ceffd3c128d372ab40d3977,ddd083d5431c26f45edbd3cb4d745b8248de2861db54f07fcac244eadc706ab4,2023-03-01 11:49:06.005,Make today awesome Cutie,Make today awesome Cutie,-1.0,-1.0,12,1
44572,b430cbbaabd3607d4f13991a2d26b609bffd209d90ec5123be53b691cc23042a,15779a189ee83f77f8932135cd16a66c0feafb063db76e6349c932e3188b9f1e,2023-03-01 06:52:00.670,You guys are just assholes. You fuck around when you wanna have fun or when you’re horny and then expect me to quote “shut my mouth”,You guys are just assholes. You fuck around when you wanna have fun or when you’re horny and then expect me to quote “shut my mouth”,-1.0,5.0,7,1
45951,9c0af64c58c506e9cd35ab778aafe3a93a251b2e233587388b3732966499e09a,669eaa026491d0c23ba4010290eb0edce767e98b1936f3871c4c1670b7b5e443,2023-03-01 20:58:51.752,I wait for you on every social platform every morning.,I wait for you on every social platform every morning.,-1.0,-1.0,21,1
46203,bd77512a84e5d1014071fbb2166547e40b56ec7dabede5e61294efeff9282b63,c83fa3440096e63135696573a90f707bb23ebc7b79ce86ca48dae3ba5a341394,2023-03-01 00:06:39.489,Hey cutie patooties,Hey cutie patooties,-1.0,-1.0,1,1
46434,de06c0bd1db8a948fb0131dd06ce151948cbb990908d4c9af8e5b8aa6437cc1c,b1a139381efe3dbf7a874f016be34b0be9c3c6426177932ec5e3ec8b3ed4f425,2023-03-01 03:35:59.754,Find ur snap,Find ur snap,-1.0,-1.0,4,1
48819,c0cf6dabe5361c170c427ee713454435efbab87813cfadd362a563e7c22be688,9c453606e6e159b0a5e65c67ad31df4c6de4db4982fe71bc0a01b197dafa3464,2023-03-01 10:35:22.708,I'm not anti social but at the same time I don't like talking to people more than I have to because it's mentally exhausting,I'm not anti social but at the same time I don't like talking to people more than I have to because it's mentally exhausting,-1.0,-1.0,11,1
49253,5a1abf6bc85f69a5d9564b9fa182d1b81ba17e80cd48032abf266a8b0f388829,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 14:02:15.488,Gmoney what’s y’all’s snap,Gmoney what’s y’all’s snap,-1.0,-1.0,15,1
49429,e3d35497ac59adf8ad75f143a1016ff1a1315faeb64b60176b77a2b78d9f9449,c4078dfda98dfcb1e1763da07d0965d6763726e58f28ef0bc3a3fabd6b276977,2023-03-01 23:47:56.848,To be or not to be horny,To be or not to be horny,-1.0,5.0,24,1
49611,d86f2e9420d0de38595d12f1f1a48b1d794d35954c55e75e3bb5920451f0f15e,d389531d8f503763eb1cde871dbf6bc15015bcd867240897f511c7a8e72fe214,2023-03-01 15:15:49.814,"sorry to everyone, currently going through a tough breakup of a relationship just under a year","sorry to everyone, currently going through a tough breakup of a relationship just under a year",-1.0,3.0,16,1
49881,1408fd3d0a9bca365f387f8d9639b2e61014eb903e4d041041649137db01ce8e,1874c2613bc579e5b15471139ec45a69520e1cf8775cebfe69d6f29a29b1c71a,2023-03-01 13:02:17.271,I’m scared. What if he harasses me on snap,I’m scared. What if he harasses me on snap,-1.0,-1.0,14,1
50274,54f7d25550a9817ad6a46159d9373d27a982d2c0c598ad3f9b7b212a36d11e6c,479f76f2d73a1e8351c2b0aa1ee19e410afaff2a0adf5b5b9632911b6c2d2136,2023-03-01 18:02:21.916,the moment she saw ur guitar snap only,the moment she saw ur guitar snap only,-1.0,-1.0,19,1
52007,c6626033a60c685ea595f7be5a8a3af7b79ebf67ea7780717bd4614dba5e531d,eb68f0d1b2c62e9785edf2a6c275fa513336a5d22065cf2b57f41a30cce95ebf,2023-03-01 19:56:50.937,I know for sure I hit a sore spot bro is just a bottom I’m every gay relationship he’s been in,I know for sure I hit a sore spot bro is just a bottom I’m every gay relationship he’s been in,-1.0,3.0,20,1
53871,965059a28adc7301e159e71eb84067f54ff74bb9a3933671e602ea6be8493816,5076b08b061502cae0c5a547a24923c54da2a15f533087b47b0b3f1f1e7bb2b6,2023-03-01 18:23:14.355,gf,**,-1.0,3.0,19,1
54674,fdefc92f0db0385aac95a43f83b501ce423f995fc2e1227521619331157832f6,6a4d071d6182c49c81793c15a19bf2ef99984e9e24aab56a5cbe43da269de3d8,2023-03-01 23:05:21.061,Gf,Gf,-1.0,3.0,24,1
55121,1d6baadcdfa9d88fa75ca4bed8b7699f36caf31b1e226c64fbb8c9f1bd299db9,8a5480762234abd56ee515532dc608bb2804eae524fecf3b75e53c4a2f59f070,2023-03-01 02:12:35.294,Gf,Gf,-1.0,3.0,3,1
55599,34bf0048acf177db9f69593419df44d7d2b664dff3dc38496bd863471e342721,444a46bafc0a059e68e7de76b51d5bd091f46457d6b2921fdea3209ffeddf332,2023-03-01 19:24:56.634,We should make some group chat on a social media platform,We should make some group chat on a social media platform,-1.0,-1.0,20,1
56264,eff04f15b53f07d0546494ad2c7314e00bc7fe537d7c7b1d5e9b72886f4f6fb1,a87aa90283b6eae5d435ee091913e0b551343a74f6617f9b1f7fbad52e158f0a,2023-03-01 01:02:25.733,I did to the snap gc,I did to the snap gc,-1.0,-1.0,2,1
59069,290f806d6f692bd8c10d3e1586ec566348b3f105545c53faf06ac87e32e627a4,1d8d9e1346ada4aae5146dbf134125c6fed5d71a81b29a59df52c756c328b2e1,2023-03-01 18:22:28.250,Coz your a little cutie,Coz your a little cutie,-1.0,-1.0,19,1
59639,5d664cdee6c7613f4f44d4ed28b964d27bbff55a5e4586e5e32ea9f806d9800f,aef823c3b0a5ee2afc14501cdc5a466c68efc535fbfa09cefba85f602520b5e7,2023-03-01 17:27:58.726,Your boyfriend,Your boyfriend,-1.0,3.0,18,1
59996,c3c7a9edee01cae2ea4f2ac1005d5b08a8dc7ee4dac491732088f61191d3b9ae,52d1ff12dd5742d3c19d6a7d70e227538f4cfd3ebcb841e0c9f0a137234af4b5,2023-03-01 12:12:15.444,ur such a cutie,ur such a cutie,-1.0,-1.0,13,1
60490,22039cb722b0dbc280eab5fa1edf465485cf7035a23c1748fab7ec134512d4d1,9a4d2add549081b1de2e1d1c4f13e8f2005382c4f58ea5c570a112cd520ccf27,2023-03-01 14:07:29.133,im banned from snap,im banned from snap,-1.0,-1.0,15,1
60548,c08788a9f9f5a2c2b70d7ee08413721a9bd6db46d069caaf154af62f1bbf8660,cd004f59467c2813a0b47c99ef0f826b483fe333c2ffead015d430314302ebd2,2023-03-01 00:27:54.110,horny,horny,-1.0,5.0,1,1
60599,554e3261bc90d0ed50aa8aab69549be3e9e25cbe1fac1893c68be7fd8ea45a12,fc3133528e86b6bf3ed9a23f56153efbde76eeb225b0c02d31d3ef398938ec1d,2023-03-01 08:43:44.831,cause he found a gf,cause he found a gf,-1.0,3.0,9,1
65128,54f7d25550a9817ad6a46159d9373d27a982d2c0c598ad3f9b7b212a36d11e6c,479f76f2d73a1e8351c2b0aa1ee19e410afaff2a0adf5b5b9632911b6c2d2136,2023-03-01 16:47:10.791,then checked snap,then checked snap,-1.0,-1.0,17,1
66061,055f3eb7702b829c2dae44618935a2d85713c9e258a09e031d075e26ab85e84d,b8157279d998a95797e7d9ea0953b795a44038ad19eea61eb36781d35c9ccc52,2023-03-01 10:45:24.218,U not on snap,U not on snap,-1.0,-1.0,11,1
69433,818e4e3ef4ce2c1b288aa6dd4941b5e722b2fb02319b5fcf00c8599536e0994d,667a2c6c403e4c53b61ebef4df0000f416f8d9bb9423f37ce18c83b4d7951979,2023-03-01 20:18:26.218,I’ve asked my bf so many times he doesn’t love me 🤪,I’ve asked my bf so many times he doesn’t love me 🤪,-1.0,3.0,21,1
